Index,Highest Charting Position,Number of Times Charted,Song Name,Streams,Artist,Artist Followers,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
7,3,16,Kiss Me More (feat. SZA),29356736,Doja Cat,8640063,dance pop,94.0,0.762,0.701,-3.541,0.0286,0.235,0.123,110.968,208867.0,0.742,G#/Ab
7,3,16,Kiss Me More (feat. SZA),29356736,Doja Cat,8640063, pop,94.0,0.762,0.701,-3.541,0.0286,0.235,0.123,110.968,208867.0,0.742,G#/Ab
9,3,8,Yonaguni,25030128,Bad Bunny,36142273, reggaeton,96.0,0.644,0.648,-4.601,0.118,0.276,0.135,179.951,206710.0,0.44,C#/Db
9,3,8,Yonaguni,25030128,Bad Bunny,36142273, trap latino,96.0,0.644,0.648,-4.601,0.118,0.276,0.135,179.951,206710.0,0.44,C#/Db
11,4,43,Levitating (feat. DaBaby),23518010,Dua Lipa,27142474,dance pop,89.0,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064.0,0.915,F#/Gb
11,4,43,Levitating (feat. DaBaby),23518010,Dua Lipa,27142474, pop,89.0,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064.0,0.915,F#/Gb
14,1,19,Peaches (feat. Daniel Caesar & Giveon),20294457,Justin Bieber,48504126, pop,94.0,0.677,0.696,-6.181,0.119,0.321,0.42,90.03,198082.0,0.464,C
14,1,19,Peaches (feat. Daniel Caesar & Giveon),20294457,Justin Bieber,48504126, post-teen pop,94.0,0.677,0.696,-6.181,0.119,0.321,0.42,90.03,198082.0,0.464,C
18,5,14,Save Your Tears (with Ariana Grande) (Remix),18053141,The Weeknd,35305637, pop,94.0,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014.0,0.593,C
20,20,7,Need To Know,16908917,Doja Cat,8640063,dance pop,90.0,0.664,0.609,-6.509,0.0707,0.304,0.0926,130.041,210560.0,0.194,C#/Db
20,20,7,Need To Know,16908917,Doja Cat,8640063, pop,90.0,0.664,0.609,-6.509,0.0707,0.304,0.0926,130.041,210560.0,0.194,C#/Db
22,22,5,Ain't Shit,16126897,Doja Cat,8640063,dance pop,90.0,0.855,0.488,-4.601,0.208,0.506,0.347,124.097,174253.0,0.619,D#/Eb
22,22,5,Ain't Shit,16126897,Doja Cat,8640063, pop,90.0,0.855,0.488,-4.601,0.208,0.506,0.347,124.097,174253.0,0.619,D#/Eb
25,1,83,Blinding Lights,15011809,The Weeknd,35305637, pop,92.0,0.514,0.73,-5.934,0.0598,0.00146,0.0897,171.005,200040.0,0.334,C#/Db
64,2,34,Save Your Tears,8843110,The Weeknd,35305637, pop,94.0,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014.0,0.593,C
82,6,21,Wants and Needs (feat. Lil Baby),7637626,Drake,56308172, pop rap,87.0,0.578,0.449,-6.349,0.286,0.0618,0.119,136.006,192956.0,0.1,C#/Db
82,6,21,Wants and Needs (feat. Lil Baby),7637626,Drake,56308172, rap,87.0,0.578,0.449,-6.349,0.286,0.0618,0.119,136.006,192956.0,0.1,C#/Db
92,1,40,positions,7244853,Ariana Grande,67158068,dance pop,86.0,0.737,0.802,-4.771,0.0878,0.468,0.0931,144.015,172325.0,0.682,C
92,1,40,positions,7244853,Ariana Grande,67158068, pop,86.0,0.737,0.802,-4.771,0.0878,0.468,0.0931,144.015,172325.0,0.682,C
92,1,40,positions,7244853,Ariana Grande,67158068, post-teen pop,86.0,0.737,0.802,-4.771,0.0878,0.468,0.0931,144.015,172325.0,0.682,C
97,97,3,Woman,6858466,Doja Cat,8640063,dance pop,86.0,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,172627.0,0.881,F
97,97,3,Woman,6858466,Doja Cat,8640063, pop,86.0,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,172627.0,0.881,F
101,52,19,Levitating,6799831,Dua Lipa,27142474,dance pop,89.0,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064.0,0.915,F#/Gb
101,52,19,Levitating,6799831,Dua Lipa,27142474, pop,89.0,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064.0,0.915,F#/Gb
114,9,29,Streets,6502302,Doja Cat,8640063,dance pop,86.0,0.749,0.463,-8.433,0.0842,0.21,0.338,90.035,226987.0,0.189,B
114,9,29,Streets,6502302,Doja Cat,8640063, pop,86.0,0.749,0.463,-8.433,0.0842,0.21,0.338,90.035,226987.0,0.189,B
189,52,22,The Hills,5068864,The Weeknd,35305637, pop,84.0,0.585,0.564,-7.063,0.0515,0.0671,0.135,113.003,242253.0,0.137,C
192,64,3,De Museo,5016125,Bad Bunny,36142273, reggaeton,83.0,0.592,0.494,-10.618,0.0747,0.237,0.13,132.037,209771.0,0.231,E
192,64,3,De Museo,5016125,Bad Bunny,36142273, trap latino,83.0,0.592,0.494,-10.618,0.0747,0.237,0.13,132.037,209771.0,0.231,E
193,41,81,7 rings,5002227,Ariana Grande,67158068,dance pop,85.0,0.778,0.317,-10.732,0.334,0.592,0.0881,140.048,178627.0,0.327,C#/Db
193,41,81,7 rings,5002227,Ariana Grande,67158068, pop,85.0,0.778,0.317,-10.732,0.334,0.592,0.0881,140.048,178627.0,0.327,C#/Db
193,41,81,7 rings,5002227,Ariana Grande,67158068, post-teen pop,85.0,0.778,0.317,-10.732,0.334,0.592,0.0881,140.048,178627.0,0.327,C#/Db
200,172,12,The Real Slim Shady,4948965,Eminem,46785561, rap,84.0,0.949,0.661,-4.244,0.0572,0.0302,0.0454,104.504,284200.0,0.76,F
222,22,22,We're Good,6318660,Dua Lipa,27142474,dance pop,83.0,0.722,0.588,-5.932,0.0544,0.0319,0.183,134.01,165507.0,0.59,F#/Gb
222,22,22,We're Good,6318660,Dua Lipa,27142474, pop,83.0,0.722,0.588,-5.932,0.0544,0.0319,0.183,134.01,165507.0,0.59,F#/Gb
225,17,24,Baila Conmigo (with Rauw Alejandro),5588217,Selena Gomez,28909504,dance pop,84.0,0.823,0.544,-7.132,0.0715,0.0215,0.0966,149.903,186088.0,0.664,F
225,17,24,Baila Conmigo (with Rauw Alejandro),5588217,Selena Gomez,28909504, pop,84.0,0.823,0.544,-7.132,0.0715,0.0215,0.0966,149.903,186088.0,0.664,F
225,17,24,Baila Conmigo (with Rauw Alejandro),5588217,Selena Gomez,28909504, post-teen pop,84.0,0.823,0.544,-7.132,0.0715,0.0215,0.0966,149.903,186088.0,0.664,F
239,55,2,I Don't Do Drugs (feat. Ariana Grande),5912293,Doja Cat,8640063,dance pop,80.0,0.683,0.615,-5.737,0.0966,0.222,0.154,77.014,188893.0,0.45,F
239,55,2,I Don't Do Drugs (feat. Ariana Grande),5912293,Doja Cat,8640063, pop,80.0,0.683,0.615,-5.737,0.0966,0.222,0.154,77.014,188893.0,0.45,F
265,121,1,Get Into It (Yuh),6503281,Doja Cat,8640063,dance pop,80.0,0.912,0.655,-6.029,0.162,0.315,0.0894,91.942,138293.0,0.793,G#/Ab
265,121,1,Get Into It (Yuh),6503281,Doja Cat,8640063, pop,80.0,0.912,0.655,-6.029,0.162,0.315,0.0894,91.942,138293.0,0.793,G#/Ab
268,165,1,Naked,5527865,Doja Cat,8640063,dance pop,75.0,0.733,0.862,-5.736,0.197,0.374,0.131,111.076,223560.0,0.536,G
268,165,1,Naked,5527865,Doja Cat,8640063, pop,75.0,0.733,0.862,-5.736,0.197,0.374,0.131,111.076,223560.0,0.536,G
270,176,1,Payday (feat. Young Thug),5393789,Doja Cat,8640063,dance pop,73.0,0.619,0.707,-5.791,0.0499,0.0366,0.13,168.995,212947.0,0.558,C#/Db
270,176,1,Payday (feat. Young Thug),5393789,Doja Cat,8640063, pop,73.0,0.619,0.707,-5.791,0.0499,0.0366,0.13,168.995,212947.0,0.558,C#/Db
271,179,1,Been Like This,5362817,Doja Cat,8640063,dance pop,74.0,0.678,0.531,-5.029,0.0374,0.126,0.377,99.008,177373.0,0.176,A#/Bb
271,179,1,Been Like This,5362817,Doja Cat,8640063, pop,74.0,0.678,0.531,-5.029,0.0374,0.126,0.377,99.008,177373.0,0.176,A#/Bb
290,7,65,Break My Heart,4971176,Dua Lipa,27142474,dance pop,80.0,0.73,0.729,-3.434,0.0884,0.167,0.349,113.011,221820.0,0.467,E
290,7,65,Break My Heart,4971176,Dua Lipa,27142474, pop,80.0,0.73,0.729,-3.434,0.0884,0.167,0.349,113.011,221820.0,0.467,E
291,2,44,Laugh Now Cry Later (feat. Lil Durk),4916860,Drake,56308172, pop rap,83.0,0.761,0.518,-8.871,0.134,0.244,0.107,133.976,261493.0,0.522,C
291,2,44,Laugh Now Cry Later (feat. Lil Durk),4916860,Drake,56308172, rap,83.0,0.761,0.518,-8.871,0.134,0.244,0.107,133.976,261493.0,0.522,C
310,12,29,TE MUDASTE,5242347,Bad Bunny,36142273, reggaeton,82.0,0.811,0.637,-4.835,0.0591,0.234,0.118,92.025,130014.0,0.471,A#/Bb
310,12,29,TE MUDASTE,5242347,Bad Bunny,36142273, trap latino,82.0,0.811,0.637,-4.835,0.0591,0.234,0.118,92.025,130014.0,0.471,A#/Bb
315,1,55,Rain On Me (with Ariana Grande),5041656,Lady Gaga,18572085,dance pop,79.0,0.672,0.855,-3.764,0.0397,0.021,0.323,123.056,182200.0,0.646,A
315,1,55,Rain On Me (with Ariana Grande),5041656,Lady Gaga,18572085, pop,79.0,0.672,0.855,-3.764,0.0397,0.021,0.323,123.056,182200.0,0.646,A
315,1,55,Rain On Me (with Ariana Grande),5041656,Lady Gaga,18572085, post-teen pop,79.0,0.672,0.855,-3.764,0.0397,0.021,0.323,123.056,182200.0,0.646,A
328,170,1,Killer (feat. Jack Harlow & Cordae) - Remix,5404939,Eminem,46785561, rap,76.0,0.924,0.73,-6.125,0.274,0.0525,0.113,99.01,236666.0,0.848,B
334,4,70,Godzilla (feat. Juice WRLD),5143522,Eminem,46785561, rap,83.0,0.808,0.745,-5.26,0.342,0.145,0.292,165.995,210800.0,0.829,A#/Bb
337,4,37,Holy (feat. Chance The Rapper),5063015,Justin Bieber,48504126, pop,81.0,0.673,0.704,-8.056,0.36,0.196,0.0898,86.919,212093.0,0.372,F#/Gb
337,4,37,Holy (feat. Chance The Rapper),5063015,Justin Bieber,48504126, post-teen pop,81.0,0.673,0.704,-8.056,0.36,0.196,0.0898,86.919,212093.0,0.372,F#/Gb
351,2,12,Whatâs Next,5335112,Drake,56308172, pop rap,81.0,0.781,0.594,-6.959,0.0485,0.0136,0.162,129.895,178154.0,0.0628,C
351,2,12,Whatâs Next,5335112,Drake,56308172, rap,81.0,0.781,0.594,-6.959,0.0485,0.0136,0.162,129.895,178154.0,0.0628,C
373,5,31,Lonely (with benny blanco),5191697,Justin Bieber,48504126, pop,80.0,0.631,0.239,-7.071,0.0398,0.864,0.116,79.859,149297.0,0.0927,B
373,5,31,Lonely (with benny blanco),5191697,Justin Bieber,48504126, post-teen pop,80.0,0.631,0.239,-7.071,0.0398,0.864,0.116,79.859,149297.0,0.0927,B
399,20,5,Mr. Perfectly Fine (Taylorâs Version) (From The Vault),5480722,Taylor Swift,42227614, post-teen pop,74.0,0.66,0.817,-6.269,0.0521,0.162,0.0667,135.942,277592.0,0.714,B
406,9,6,As I Am (feat. Khalid),5896065,Justin Bieber,48544923, pop,72.0,0.595,0.543,-8.149,0.038,0.127,0.0975,99.928,174406.0,0.109,B
406,9,6,As I Am (feat. Khalid),5896065,Justin Bieber,48544923, post-teen pop,72.0,0.595,0.543,-8.149,0.038,0.127,0.0975,99.928,174406.0,0.109,B
413,6,53,In Your Eyes,5054319,The Weeknd,35340069, pop,81.0,0.667,0.719,-5.371,0.0346,0.00285,0.0736,100.021,237520.0,0.717,G
422,8,5,Love Story (Taylorâs Version),6202933,Taylor Swift,42227614, post-teen pop,73.0,0.627,0.792,-4.311,0.031,0.13,0.0845,119.054,235767.0,0.415,D
425,3,19,willow,5016865,Taylor Swift,42227614, post-teen pop,79.0,0.392,0.574,-9.195,0.17,0.833,0.145,81.112,214707.0,0.529,G
429,52,1,You Belong With Me (Taylorâs Version),9872084,Taylor Swift,42227614, post-teen pop,73.0,0.632,0.773,-4.856,0.0346,0.0623,0.0885,130.033,231124.0,0.474,F#/Gb
430,54,1,Fearless (Taylorâs Version),9676024,Taylor Swift,42227614, post-teen pop,69.0,0.569,0.741,-4.963,0.0282,0.0122,0.333,100.118,241592.0,0.43,F
432,80,1,Fifteen (Taylorâs Version),7852063,Taylor Swift,42227614, post-teen pop,66.0,0.559,0.646,-4.61,0.0272,0.116,0.32,95.466,294419.0,0.289,G
433,84,1,The Way I Loved You (Taylorâs Version),7736262,Taylor Swift,42227614, post-teen pop,72.0,0.402,0.732,-4.665,0.0484,0.0033,0.108,161.032,243137.0,0.472,F
434,51,3,You All Over Me (feat. Maren Morris) (Taylorâs Version) (From The Vault),7712896,Taylor Swift,42227614, post-teen pop,65.0,0.589,0.496,-7.606,0.0377,0.818,0.101,142.731,220839.0,0.44,D
435,93,1,Hey Stephen (Taylorâs Version),7385864,Taylor Swift,42227614, post-teen pop,66.0,0.788,0.571,-6.135,0.0296,0.106,0.0934,115.99,254255.0,0.797,F#/Gb
436,102,1,White Horse (Taylorâs Version),7039222,Taylor Swift,42227614, post-teen pop,65.0,0.423,0.517,-7.377,0.0486,0.369,0.177,185.262,234516.0,0.366,C
437,114,1,Forever & Always (Taylorâs Version),6566059,Taylor Swift,42227614, post-teen pop,66.0,0.598,0.821,-4.433,0.0447,0.0231,0.143,128.03,225328.0,0.673,A#/Bb
438,119,1,Breathe (feat. Colbie Caillat) (Taylorâs Version),6508683,Taylor Swift,42227614, post-teen pop,64.0,0.506,0.626,-6.066,0.0287,0.156,0.228,148.035,263377.0,0.321,C#/Db
440,146,1,Thatâs When (feat. Keith Urban) (Taylorâs Version) (From The Vault),5889939,Taylor Swift,42227614, post-teen pop,67.0,0.588,0.608,-7.062,0.0365,0.225,0.092,90.201,189496.0,0.508,F
441,147,1,Tell Me Why (Taylorâs Version),5885151,Taylor Swift,42227614, post-teen pop,63.0,0.578,0.909,-3.669,0.0628,0.0222,0.333,100.023,200576.0,0.541,G
442,148,1,Youâre Not Sorry (Taylorâs Version),5860405,Taylor Swift,42227614, post-teen pop,64.0,0.506,0.444,-4.99,0.0285,0.0538,0.123,133.873,261843.0,0.241,F#/Gb
445,192,1,Donât You (Taylorâs Version) (From The Vault),5197564,Taylor Swift,42227614, post-teen pop,65.0,0.563,0.473,-11.548,0.0503,0.514,0.109,101.934,208609.0,0.405,D#/Eb
446,195,1,We Were Happy (Taylorâs Version) (From The Vault),5189423,Taylor Swift,42227614, post-teen pop,64.0,0.609,0.373,-8.819,0.0263,0.849,0.0779,106.007,244237.0,0.13,C
454,28,3,Unstable (feat. The Kid LAROI),5137645,Justin Bieber,48544923, pop,74.0,0.495,0.333,-10.109,0.0288,0.737,0.112,99.757,158324.0,0.37,E
454,28,3,Unstable (feat. The Kid LAROI),5137645,Justin Bieber,48544923, post-teen pop,74.0,0.495,0.333,-10.109,0.0288,0.737,0.112,99.757,158324.0,0.37,E
455,2,48,Stuck with U (with Justin Bieber),5094660,Ariana Grande,67208170,dance pop,84.0,0.597,0.45,-6.658,0.0418,0.223,0.382,178.765,228482.0,0.537,G#/Ab
455,2,48,Stuck with U (with Justin Bieber),5094660,Ariana Grande,67208170, pop,84.0,0.597,0.45,-6.658,0.0418,0.223,0.382,178.765,228482.0,0.537,G#/Ab
455,2,48,Stuck with U (with Justin Bieber),5094660,Ariana Grande,67208170, post-teen pop,84.0,0.597,0.45,-6.658,0.0418,0.223,0.382,178.765,228482.0,0.537,G#/Ab
460,50,3,Ghost,5013450,Justin Bieber,48544923, pop,71.0,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,153190.0,0.441,D
460,50,3,Ghost,5013450,Justin Bieber,48544923, post-teen pop,71.0,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,153190.0,0.441,D
461,37,3,Off My Face,5004111,Justin Bieber,48544923, pop,75.0,0.509,0.228,-8.68,0.0332,0.92,0.104,90.674,156468.0,0.586,E
461,37,3,Off My Face,5004111,Justin Bieber,48544923, post-teen pop,75.0,0.509,0.228,-8.68,0.0332,0.92,0.104,90.674,156468.0,0.586,E
467,49,2,Deserve You,5837372,Justin Bieber,48544923, pop,69.0,0.677,0.633,-7.831,0.0771,0.0314,0.112,89.934,187239.0,0.409,G
467,49,2,Deserve You,5837372,Justin Bieber,48544923, post-teen pop,69.0,0.677,0.633,-7.831,0.0771,0.0314,0.112,89.934,187239.0,0.409,G
468,44,2,2 Much,5794583,Justin Bieber,48544923, pop,70.0,0.583,0.444,-8.601,0.0456,0.593,0.353,119.59,152796.0,0.167,A
468,44,2,2 Much,5794583,Justin Bieber,48544923, post-teen pop,70.0,0.583,0.444,-8.601,0.0456,0.593,0.353,119.59,152796.0,0.167,A
471,61,2,Loved By You (feat. Burna Boy),5419040,Justin Bieber,48544923, pop,69.0,0.79,0.724,-6.972,0.0852,0.0696,0.113,101.04,159250.0,0.642,C#/Db
471,61,2,Loved By You (feat. Burna Boy),5419040,Justin Bieber,48544923, post-teen pop,69.0,0.79,0.724,-6.972,0.0852,0.0696,0.113,101.04,159250.0,0.642,C#/Db
473,17,4,Lemon Pepper Freestyle (feat. Rick Ross),5365747,Drake,56327031, pop rap,76.0,0.77,0.637,-5.53,0.345,0.103,0.171,94.966,383037.0,0.431,C#/Db
473,17,4,Lemon Pepper Freestyle (feat. Rick Ross),5365747,Drake,56327031, rap,76.0,0.77,0.637,-5.53,0.345,0.103,0.171,94.966,383037.0,0.431,C#/Db
476,57,2,Die For You (feat. Dominic Fike),5323412,Justin Bieber,48544923, pop,67.0,0.728,0.629,-6.629,0.0318,0.00196,0.0847,135.031,198426.0,0.71,C#/Db
476,57,2,Die For You (feat. Dominic Fike),5323412,Justin Bieber,48544923, post-teen pop,67.0,0.728,0.629,-6.629,0.0318,0.00196,0.0847,135.031,198426.0,0.71,C#/Db
480,60,1,Love You Different (feat. BEAM),10024729,Justin Bieber,48544923, pop,66.0,0.759,0.584,-6.655,0.06,0.0652,0.16,127.138,186696.0,0.374,G#/Ab
480,60,1,Love You Different (feat. BEAM),10024729,Justin Bieber,48544923, post-teen pop,66.0,0.759,0.584,-6.655,0.06,0.0652,0.16,127.138,186696.0,0.374,G#/Ab
481,74,1,Somebody,8912458,Justin Bieber,48544923, pop,67.0,0.714,0.833,-5.239,0.0259,0.00249,0.298,129.964,220920.0,0.663,F
481,74,1,Somebody,8912458,Justin Bieber,48544923, post-teen pop,67.0,0.714,0.833,-5.239,0.0259,0.00249,0.298,129.964,220920.0,0.663,F
490,109,1,DÃ¡melo Toâ (feat. Myke Towers),6426522,Selena Gomez,28931149,dance pop,64.0,0.787,0.641,-7.376,0.315,0.101,0.07,182.003,184134.0,0.437,G#/Ab
490,109,1,DÃ¡melo Toâ (feat. Myke Towers),6426522,Selena Gomez,28931149, pop,64.0,0.787,0.641,-7.376,0.315,0.101,0.07,182.003,184134.0,0.437,G#/Ab
490,109,1,DÃ¡melo Toâ (feat. Myke Towers),6426522,Selena Gomez,28931149, post-teen pop,64.0,0.787,0.641,-7.376,0.315,0.101,0.07,182.003,184134.0,0.437,G#/Ab
497,6,60,Say So,5103528,Doja Cat,8671649,dance pop,82.0,0.787,0.673,-4.583,0.159,0.264,0.0904,110.962,237893.0,0.779,B
497,6,60,Say So,5103528,Doja Cat,8671649, pop,82.0,0.787,0.673,-4.583,0.159,0.264,0.0904,110.962,237893.0,0.779,B
519,38,2,test drive,6591829,Ariana Grande,67208170,dance pop,71.0,0.698,0.708,-4.943,0.0454,0.0251,0.124,115.036,122174.0,0.322,A
519,38,2,test drive,6591829,Ariana Grande,67208170, pop,71.0,0.698,0.708,-4.943,0.0454,0.0251,0.124,115.036,122174.0,0.322,A
519,38,2,test drive,6591829,Ariana Grande,67208170, post-teen pop,71.0,0.698,0.708,-4.943,0.0454,0.0251,0.124,115.036,122174.0,0.322,A
527,33,12,BOOKER T,4995965,Bad Bunny,36177712, reggaeton,77.0,0.883,0.6,-7.188,0.37,0.114,0.0931,113.903,156430.0,0.691,G
527,33,12,BOOKER T,4995965,Bad Bunny,36177712, trap latino,77.0,0.883,0.6,-7.188,0.37,0.114,0.0931,113.903,156430.0,0.691,G
528,5,53,Intentions (feat. Quavo),4994138,Justin Bieber,48544923, pop,77.0,0.806,0.546,-6.637,0.0575,0.3,0.102,147.986,212867.0,0.874,A
528,5,53,Intentions (feat. Quavo),4994138,Justin Bieber,48544923, post-teen pop,77.0,0.806,0.546,-6.637,0.0575,0.3,0.102,147.986,212867.0,0.874,A
541,14,5,motive (with Doja Cat),4986037,Ariana Grande,67208170,dance pop,80.0,0.789,0.742,-5.664,0.0652,0.0681,0.166,116.965,167990.0,0.661,A#/Bb
541,14,5,motive (with Doja Cat),4986037,Ariana Grande,67208170, pop,80.0,0.789,0.742,-5.664,0.0652,0.0681,0.166,116.965,167990.0,0.661,A#/Bb
541,14,5,motive (with Doja Cat),4986037,Ariana Grande,67208170, post-teen pop,80.0,0.789,0.742,-5.664,0.0652,0.0681,0.166,116.965,167990.0,0.661,A#/Bb
550,2,46,Toosie Slide,4966878,Drake,56327031, pop rap,78.0,0.834,0.454,-9.75,0.201,0.321,0.114,81.618,247059.0,0.837,C#/Db
550,2,46,Toosie Slide,4966878,Drake,56327031, rap,78.0,0.834,0.454,-9.75,0.201,0.321,0.114,81.618,247059.0,0.837,C#/Db
551,167,2,Earned It (Fifty Shades Of Grey),4929647,The Weeknd,35340069, pop,69.0,0.659,0.291,-8.275,0.0348,0.405,0.0771,119.829,277680.0,0.406,D
558,157,1,Can't Feel My Face,5479407,The Weeknd,35340069, pop,80.0,0.705,0.769,-5.526,0.0425,0.113,0.105,107.949,213520.0,0.583,A
560,168,3,Call Out My Name,5233359,The Weeknd,35340069, pop,80.0,0.461,0.593,-4.954,0.0356,0.17,0.307,134.17,228373.0,0.175,C#/Db
566,18,23,Heartless,4995578,The Weeknd,35340069, pop,77.0,0.537,0.746,-5.507,0.15,0.0236,0.156,170.062,198267.0,0.252,A#/Bb
567,20,15,pov,4906738,Ariana Grande,67208170,dance pop,79.0,0.487,0.534,-5.664,0.0555,0.36,0.1,131.798,201882.0,0.173,C
567,20,15,pov,4906738,Ariana Grande,67208170, pop,79.0,0.487,0.534,-5.664,0.0555,0.36,0.1,131.798,201882.0,0.173,C
567,20,15,pov,4906738,Ariana Grande,67208170, post-teen pop,79.0,0.487,0.534,-5.664,0.0555,0.36,0.1,131.798,201882.0,0.173,C
581,66,2,De Una Vez,5186567,Selena Gomez,28931149,dance pop,70.0,0.659,0.479,-6.79,0.2,0.152,0.268,163.882,155956.0,0.0395,B
581,66,2,De Una Vez,5186567,Selena Gomez,28931149, pop,70.0,0.659,0.479,-6.79,0.2,0.152,0.268,163.882,155956.0,0.0395,B
581,66,2,De Una Vez,5186567,Selena Gomez,28931149, post-teen pop,70.0,0.659,0.479,-6.79,0.2,0.152,0.268,163.882,155956.0,0.0395,B
583,42,17,Diamonds,4931163,Sam Smith,17097317,dance pop,77.0,0.653,0.667,-6.764,0.0423,0.154,0.107,104.181,213869.0,0.556,A#/Bb
583,42,17,Diamonds,4931163,Sam Smith,17097317, pop,77.0,0.653,0.667,-6.764,0.0423,0.154,0.107,104.181,213869.0,0.556,A#/Bb
583,42,17,Diamonds,4931163,Sam Smith,17097317, post-teen pop,77.0,0.653,0.667,-6.764,0.0423,0.154,0.107,104.181,213869.0,0.556,A#/Bb
586,10,7,champagne problems,4848954,Taylor Swift,42227614, post-teen pop,75.0,0.462,0.24,-12.077,0.0377,0.92,0.113,171.319,244000.0,0.32,C
599,21,7,HACIENDO QUE ME AMAS,4935633,Bad Bunny,36177712, reggaeton,78.0,0.584,0.411,-7.147,0.0838,0.869,0.0955,169.934,217769.0,0.412,A#/Bb
599,21,7,HACIENDO QUE ME AMAS,4935633,Bad Bunny,36177712, trap latino,78.0,0.584,0.411,-7.147,0.0838,0.869,0.0955,169.934,217769.0,0.412,A#/Bb
